feature,top_pos_contribution,top_neg_contribution
age,8.0,0.0
fnlwgt,5.0,2.0
education-num,4.0,4.0
capital-gain,0.0,8.0
capital-loss,0.0,5.0
hours-per-week,2.0,5.0
workclass_Non-Private,0.0,0.0
workclass_Private,0.0,0.0
marital-status_Married,4.0,4.0
marital-status_Non-Married,4.0,4.0
occupation_Managerial-Specialist,4.0,3.0
occupation_Other,5.0,3.0
relationship_Husband,0.0,0.0
relationship_Non-Husband,0.0,0.0
race_Non-White,4.0,0.0
race_White,0.0,0.0
native-country_Non-US,0.0,1.0
native-country_US,0.0,0.0
