feature,top_pos_contribution,top_neg_contribution
age,7.0,0.0
fnlwgt,1.0,2.0
education-num,7.0,0.0
sex,0.0,2.0
capital-gain,0.0,7.0
capital-loss,0.0,7.0
hours-per-week,2.0,4.0
workclass_Non-Private,0.0,4.0
workclass_Private,0.0,2.0
marital-status_Married,7.0,0.0
marital-status_Non-Married,7.0,0.0
occupation_Managerial-Specialist,4.0,0.0
occupation_Other,0.0,0.0
relationship_Husband,0.0,0.0
relationship_Non-Husband,0.0,0.0
race_Non-White,0.0,0.0
race_White,0.0,0.0
native-country_Non-US,0.0,0.0
native-country_US,0.0,0.0
