feature,top_pos_contribution,top_neg_contribution
Age,21.0,10.0
EducationLevel_1,0.0,0.0
EducationLevel_2,3.0,21.0
EducationLevel_3,18.0,13.0
EducationLevel_4,5.0,10.0
EducationLevel_5,0.0,0.0
EducationLevel_6,45.0,0.0
HouseholdPosition_1,0.0,4.0
HouseholdPosition_2,7.0,13.0
HouseholdPosition_3,6.0,14.0
HouseholdPosition_4,2.0,25.0
HouseholdPosition_5,0.0,0.0
HouseholdPosition_6,0.0,0.0
HouseholdPosition_7,1.0,0.0
HouseholdPosition_8,0.0,0.0
HouseholdSize_1,1.0,0.0
HouseholdSize_2,13.0,8.0
HouseholdSize_3,2.0,8.0
HouseholdSize_4,7.0,4.0
HouseholdSize_5,2.0,1.0
HouseholdSize_6,0.0,0.0
Country_1,0.0,3.0
Country_2,0.0,0.0
Country_3,0.0,3.0
EconomicStatus_1,3.0,0.0
EconomicStatus_2,42.0,0.0
EconomicStatus_3,0.0,1.0
CurEcoActivity_1,2.0,5.0
CurEcoActivity_2,11.0,2.0
CurEcoActivity_3,0.0,10.0
CurEcoActivity_4,0.0,10.0
CurEcoActivity_5,0.0,1.0
CurEcoActivity_6,12.0,7.0
CurEcoActivity_7,5.0,3.0
CurEcoActivity_8,0.0,0.0
CurEcoActivity_9,2.0,0.0
CurEcoActivity_10,1.0,0.0
CurEcoActivity_11,0.0,0.0
CurEcoActivity_12,2.0,0.0
MaritalStatus_1,6.0,24.0
MaritalStatus_2,6.0,24.0
MaritalStatus_3,0.0,0.0
MaritalStatus_4,0.0,1.0
