feature,top_pos_contribution,top_neg_contribution
Sex,65.0,0.0
Age,17.0,29.0
EducationLevel_1,0.0,0.0
EducationLevel_2,2.0,17.0
EducationLevel_3,14.0,40.0
EducationLevel_4,1.0,6.0
EducationLevel_5,0.0,1.0
EducationLevel_6,59.0,4.0
HouseholdPosition_1,4.0,20.0
HouseholdPosition_2,10.0,36.0
HouseholdPosition_3,8.0,13.0
HouseholdPosition_4,3.0,18.0
HouseholdPosition_5,0.0,1.0
HouseholdPosition_6,2.0,1.0
HouseholdPosition_7,0.0,1.0
HouseholdPosition_8,0.0,0.0
HouseholdSize_1,0.0,1.0
HouseholdSize_2,10.0,27.0
HouseholdSize_3,1.0,12.0
HouseholdSize_4,4.0,13.0
HouseholdSize_5,0.0,7.0
HouseholdSize_6,0.0,0.0
Country_1,1.0,2.0
Country_2,0.0,0.0
Country_3,0.0,1.0
EconomicStatus_1,3.0,1.0
EconomicStatus_2,61.0,2.0
EconomicStatus_3,0.0,9.0
CurEcoActivity_1,4.0,11.0
CurEcoActivity_2,4.0,7.0
CurEcoActivity_3,0.0,6.0
CurEcoActivity_4,1.0,1.0
CurEcoActivity_5,44.0,1.0
CurEcoActivity_6,0.0,2.0
CurEcoActivity_7,0.0,0.0
CurEcoActivity_8,0.0,1.0
CurEcoActivity_9,0.0,2.0
CurEcoActivity_10,0.0,2.0
CurEcoActivity_11,0.0,0.0
CurEcoActivity_12,1.0,0.0
MaritalStatus_1,3.0,21.0
MaritalStatus_2,0.0,9.0
MaritalStatus_3,0.0,0.0
MaritalStatus_4,3.0,0.0
