feature,top_pos_contribution,top_neg_contribution
Sex,165.0,0.0
Age,5.0,153.0
EducationLevel_1,0.0,0.0
EducationLevel_2,8.0,131.0
EducationLevel_3,39.0,118.0
EducationLevel_4,0.0,3.0
EducationLevel_5,100.0,6.0
EducationLevel_6,115.0,50.0
HouseholdPosition_1,0.0,0.0
HouseholdPosition_2,0.0,0.0
HouseholdPosition_3,0.0,0.0
HouseholdPosition_4,1.0,63.0
HouseholdPosition_5,0.0,0.0
HouseholdPosition_6,0.0,0.0
HouseholdPosition_7,0.0,0.0
HouseholdPosition_8,0.0,0.0
HouseholdSize_1,0.0,0.0
HouseholdSize_2,0.0,0.0
HouseholdSize_3,0.0,0.0
HouseholdSize_4,21.0,22.0
HouseholdSize_5,0.0,1.0
HouseholdSize_6,0.0,0.0
Country_1,8.0,97.0
Country_2,0.0,1.0
Country_3,0.0,0.0
EconomicStatus_1,0.0,0.0
EconomicStatus_2,152.0,13.0
EconomicStatus_3,0.0,3.0
CurEcoActivity_1,3.0,38.0
CurEcoActivity_2,3.0,11.0
CurEcoActivity_3,8.0,32.0
CurEcoActivity_4,0.0,10.0
CurEcoActivity_5,139.0,15.0
CurEcoActivity_6,5.0,7.0
CurEcoActivity_7,12.0,38.0
CurEcoActivity_8,4.0,8.0
CurEcoActivity_9,2.0,1.0
CurEcoActivity_10,1.0,0.0
CurEcoActivity_11,30.0,1.0
CurEcoActivity_12,4.0,1.0
MaritalStatus_1,0.0,0.0
MaritalStatus_2,0.0,0.0
MaritalStatus_3,0.0,0.0
MaritalStatus_4,0.0,2.0
