feature,top_pos_contribution,top_neg_contribution
Age,38.0,84.0
EducationLevel_1,1.0,0.0
EducationLevel_2,0.0,135.0
EducationLevel_3,0.0,136.0
EducationLevel_4,0.0,0.0
EducationLevel_5,120.0,3.0
EducationLevel_6,120.0,16.0
HouseholdPosition_1,0.0,0.0
HouseholdPosition_2,1.0,0.0
HouseholdPosition_3,29.0,0.0
HouseholdPosition_4,0.0,112.0
HouseholdPosition_5,0.0,0.0
HouseholdPosition_6,0.0,1.0
HouseholdPosition_7,0.0,0.0
HouseholdPosition_8,0.0,0.0
HouseholdSize_1,1.0,1.0
HouseholdSize_2,0.0,0.0
HouseholdSize_3,0.0,0.0
HouseholdSize_4,0.0,0.0
HouseholdSize_5,0.0,0.0
HouseholdSize_6,0.0,0.0
Country_1,1.0,0.0
Country_2,0.0,0.0
Country_3,1.0,0.0
EconomicStatus_1,0.0,1.0
EconomicStatus_2,135.0,1.0
EconomicStatus_3,0.0,0.0
CurEcoActivity_1,58.0,0.0
CurEcoActivity_2,0.0,17.0
CurEcoActivity_3,5.0,0.0
CurEcoActivity_4,0.0,2.0
CurEcoActivity_5,85.0,1.0
CurEcoActivity_6,3.0,1.0
CurEcoActivity_7,1.0,0.0
CurEcoActivity_8,0.0,1.0
CurEcoActivity_9,0.0,0.0
CurEcoActivity_10,0.0,0.0
CurEcoActivity_11,59.0,0.0
CurEcoActivity_12,12.0,5.0
MaritalStatus_1,5.0,131.0
MaritalStatus_2,5.0,32.0
MaritalStatus_3,0.0,0.0
MaritalStatus_4,0.0,0.0
