feature,top_pos_contribution,top_neg_contribution
Age,12.0,25.0
EducationLevel_1,0.0,0.0
EducationLevel_2,1.0,11.0
EducationLevel_3,1.0,37.0
EducationLevel_4,1.0,26.0
EducationLevel_5,4.0,3.0
EducationLevel_6,27.0,12.0
HouseholdPosition_1,2.0,2.0
HouseholdPosition_2,0.0,2.0
HouseholdPosition_3,12.0,1.0
HouseholdPosition_4,1.0,2.0
HouseholdPosition_5,3.0,1.0
HouseholdPosition_6,0.0,0.0
HouseholdPosition_7,0.0,0.0
HouseholdPosition_8,0.0,0.0
HouseholdSize_1,3.0,2.0
HouseholdSize_2,1.0,3.0
HouseholdSize_3,2.0,1.0
HouseholdSize_4,4.0,3.0
HouseholdSize_5,1.0,2.0
HouseholdSize_6,0.0,0.0
Country_1,0.0,1.0
Country_2,0.0,0.0
Country_3,0.0,0.0
EconomicStatus_1,3.0,0.0
EconomicStatus_2,39.0,0.0
EconomicStatus_3,0.0,1.0
CurEcoActivity_1,0.0,3.0
CurEcoActivity_2,0.0,19.0
CurEcoActivity_3,4.0,15.0
CurEcoActivity_4,19.0,5.0
CurEcoActivity_5,33.0,1.0
CurEcoActivity_6,1.0,0.0
CurEcoActivity_7,0.0,0.0
CurEcoActivity_8,1.0,0.0
CurEcoActivity_9,0.0,0.0
CurEcoActivity_10,0.0,2.0
CurEcoActivity_11,1.0,0.0
CurEcoActivity_12,9.0,2.0
MaritalStatus_1,4.0,5.0
MaritalStatus_2,6.0,6.0
MaritalStatus_3,0.0,0.0
MaritalStatus_4,0.0,2.0
