feature,top_pos_contribution,top_neg_contribution
Age,4.0,61.0
EducationLevel_1,0.0,0.0
EducationLevel_2,2.0,53.0
EducationLevel_3,15.0,52.0
EducationLevel_4,0.0,0.0
EducationLevel_5,54.0,0.0
EducationLevel_6,69.0,0.0
HouseholdPosition_1,0.0,0.0
HouseholdPosition_2,0.0,0.0
HouseholdPosition_3,20.0,0.0
HouseholdPosition_4,3.0,63.0
HouseholdPosition_5,0.0,0.0
HouseholdPosition_6,0.0,0.0
HouseholdPosition_7,0.0,0.0
HouseholdPosition_8,0.0,0.0
HouseholdSize_1,1.0,0.0
HouseholdSize_2,0.0,0.0
HouseholdSize_3,0.0,0.0
HouseholdSize_4,1.0,0.0
HouseholdSize_5,0.0,3.0
HouseholdSize_6,0.0,0.0
Country_1,0.0,1.0
Country_2,0.0,0.0
Country_3,0.0,0.0
EconomicStatus_1,0.0,0.0
EconomicStatus_2,69.0,0.0
EconomicStatus_3,0.0,2.0
CurEcoActivity_1,7.0,3.0
CurEcoActivity_2,0.0,4.0
CurEcoActivity_3,0.0,2.0
CurEcoActivity_4,0.0,7.0
CurEcoActivity_5,26.0,0.0
CurEcoActivity_6,31.0,10.0
CurEcoActivity_7,16.0,7.0
CurEcoActivity_8,0.0,0.0
CurEcoActivity_9,2.0,0.0
CurEcoActivity_10,0.0,0.0
CurEcoActivity_11,14.0,1.0
CurEcoActivity_12,0.0,0.0
MaritalStatus_1,6.0,62.0
MaritalStatus_2,5.0,14.0
MaritalStatus_3,0.0,0.0
MaritalStatus_4,0.0,0.0
