feature,top_pos_contribution,top_neg_contribution
Sex,35.0,0.0
Age,3.0,24.0
EducationLevel_1,0.0,0.0
EducationLevel_2,0.0,35.0
EducationLevel_3,0.0,35.0
EducationLevel_4,14.0,4.0
EducationLevel_5,28.0,1.0
EducationLevel_6,5.0,30.0
HouseholdPosition_1,0.0,0.0
HouseholdPosition_2,0.0,0.0
HouseholdPosition_3,0.0,0.0
HouseholdPosition_4,0.0,8.0
HouseholdPosition_5,0.0,0.0
HouseholdPosition_6,0.0,0.0
HouseholdPosition_7,0.0,0.0
HouseholdPosition_8,0.0,0.0
HouseholdSize_1,0.0,0.0
HouseholdSize_2,0.0,0.0
HouseholdSize_3,0.0,0.0
HouseholdSize_4,0.0,0.0
HouseholdSize_5,0.0,0.0
HouseholdSize_6,0.0,0.0
Country_1,1.0,0.0
Country_2,0.0,0.0
Country_3,0.0,0.0
EconomicStatus_1,0.0,0.0
EconomicStatus_2,31.0,4.0
EconomicStatus_3,0.0,0.0
CurEcoActivity_1,4.0,1.0
CurEcoActivity_2,2.0,12.0
CurEcoActivity_3,10.0,0.0
CurEcoActivity_4,0.0,0.0
CurEcoActivity_5,32.0,3.0
CurEcoActivity_6,3.0,0.0
CurEcoActivity_7,0.0,0.0
CurEcoActivity_8,0.0,0.0
CurEcoActivity_9,0.0,0.0
CurEcoActivity_10,0.0,0.0
CurEcoActivity_11,0.0,1.0
CurEcoActivity_12,1.0,0.0
MaritalStatus_1,0.0,0.0
MaritalStatus_2,6.0,17.0
MaritalStatus_3,0.0,0.0
MaritalStatus_4,0.0,0.0
