feature,top_pos_contribution,top_neg_contribution
Age,3.0,6.0
EducationLevel_1,0.0,0.0
EducationLevel_2,0.0,4.0
EducationLevel_3,0.0,9.0
EducationLevel_4,1.0,9.0
EducationLevel_5,3.0,0.0
EducationLevel_6,8.0,4.0
HouseholdPosition_1,2.0,1.0
HouseholdPosition_2,0.0,1.0
HouseholdPosition_3,2.0,0.0
HouseholdPosition_4,1.0,0.0
HouseholdPosition_5,1.0,0.0
HouseholdPosition_6,0.0,0.0
HouseholdPosition_7,0.0,0.0
HouseholdPosition_8,0.0,0.0
HouseholdSize_1,0.0,0.0
HouseholdSize_2,1.0,2.0
HouseholdSize_3,1.0,2.0
HouseholdSize_4,0.0,0.0
HouseholdSize_5,0.0,1.0
HouseholdSize_6,0.0,0.0
Country_1,0.0,0.0
Country_2,0.0,0.0
Country_3,0.0,0.0
EconomicStatus_1,1.0,0.0
EconomicStatus_2,12.0,0.0
EconomicStatus_3,0.0,0.0
CurEcoActivity_1,1.0,1.0
CurEcoActivity_2,0.0,3.0
CurEcoActivity_3,0.0,4.0
CurEcoActivity_4,0.0,5.0
CurEcoActivity_5,11.0,0.0
CurEcoActivity_6,1.0,0.0
CurEcoActivity_7,0.0,0.0
CurEcoActivity_8,0.0,0.0
CurEcoActivity_9,0.0,0.0
CurEcoActivity_10,0.0,0.0
CurEcoActivity_11,2.0,0.0
CurEcoActivity_12,5.0,1.0
MaritalStatus_1,0.0,3.0
MaritalStatus_2,4.0,4.0
MaritalStatus_3,0.0,0.0
MaritalStatus_4,0.0,0.0
