feature,top_pos_contribution,top_neg_contribution
Sex,80.0,0.0
Age,29.0,28.0
EducationLevel_1,0.0,0.0
EducationLevel_2,2.0,16.0
EducationLevel_3,22.0,44.0
EducationLevel_4,2.0,10.0
EducationLevel_5,2.0,1.0
EducationLevel_6,71.0,8.0
HouseholdPosition_1,7.0,17.0
HouseholdPosition_2,12.0,45.0
HouseholdPosition_3,9.0,17.0
HouseholdPosition_4,3.0,23.0
HouseholdPosition_5,0.0,1.0
HouseholdPosition_6,1.0,2.0
HouseholdPosition_7,0.0,2.0
HouseholdPosition_8,0.0,0.0
HouseholdSize_1,0.0,0.0
HouseholdSize_2,12.0,34.0
HouseholdSize_3,1.0,18.0
HouseholdSize_4,4.0,23.0
HouseholdSize_5,0.0,11.0
HouseholdSize_6,0.0,0.0
Country_1,0.0,3.0
Country_2,0.0,0.0
Country_3,0.0,1.0
EconomicStatus_1,7.0,3.0
EconomicStatus_2,72.0,3.0
EconomicStatus_3,0.0,10.0
CurEcoActivity_1,2.0,14.0
CurEcoActivity_2,3.0,9.0
CurEcoActivity_3,1.0,7.0
CurEcoActivity_4,0.0,3.0
CurEcoActivity_5,50.0,0.0
CurEcoActivity_6,0.0,2.0
CurEcoActivity_7,0.0,0.0
CurEcoActivity_8,0.0,0.0
CurEcoActivity_9,0.0,1.0
CurEcoActivity_10,0.0,3.0
CurEcoActivity_11,0.0,0.0
CurEcoActivity_12,2.0,0.0
MaritalStatus_1,4.0,27.0
MaritalStatus_2,1.0,13.0
MaritalStatus_3,0.0,0.0
MaritalStatus_4,1.0,1.0
