feature,top_pos_contribution,top_neg_contribution
Age,6.0,19.0
EducationLevel_1,0.0,0.0
EducationLevel_2,0.0,11.0
EducationLevel_3,2.0,25.0
EducationLevel_4,1.0,25.0
EducationLevel_5,21.0,0.0
EducationLevel_6,27.0,0.0
HouseholdPosition_1,4.0,6.0
HouseholdPosition_2,4.0,8.0
HouseholdPosition_3,0.0,0.0
HouseholdPosition_4,1.0,0.0
HouseholdPosition_5,0.0,0.0
HouseholdPosition_6,0.0,0.0
HouseholdPosition_7,1.0,0.0
HouseholdPosition_8,0.0,0.0
HouseholdSize_1,0.0,0.0
HouseholdSize_2,0.0,0.0
HouseholdSize_3,0.0,0.0
HouseholdSize_4,3.0,21.0
HouseholdSize_5,0.0,1.0
HouseholdSize_6,0.0,0.0
Country_1,0.0,1.0
Country_2,0.0,0.0
Country_3,0.0,0.0
EconomicStatus_1,0.0,0.0
EconomicStatus_2,27.0,0.0
EconomicStatus_3,1.0,4.0
CurEcoActivity_1,9.0,1.0
CurEcoActivity_2,0.0,0.0
CurEcoActivity_3,0.0,11.0
CurEcoActivity_4,3.0,0.0
CurEcoActivity_5,25.0,2.0
CurEcoActivity_6,0.0,0.0
CurEcoActivity_7,0.0,0.0
CurEcoActivity_8,0.0,0.0
CurEcoActivity_9,0.0,0.0
CurEcoActivity_10,0.0,0.0
CurEcoActivity_11,0.0,0.0
CurEcoActivity_12,0.0,0.0
MaritalStatus_1,0.0,0.0
MaritalStatus_2,0.0,0.0
MaritalStatus_3,0.0,0.0
MaritalStatus_4,0.0,0.0
