feature,top_pos_contribution,top_neg_contribution
no_of_trainings,8.0,3.0
age,8.0,5.0
previous_year_rating,7.0,9.0
length_of_service,4.0,5.0
awards_won,1.0,3.0
avg_training_score,13.0,5.0
department_Analytics,1.0,1.0
department_Finance,0.0,0.0
department_HR,2.0,2.0
department_Legal,0.0,0.0
department_Operations,5.0,10.0
department_Procurement,7.0,6.0
department_R&D,0.0,0.0
department_SalesMarketing,0.0,14.0
department_Technology,4.0,4.0
region_region_1,0.0,0.0
region_region_10,0.0,0.0
region_region_11,0.0,0.0
region_region_12,0.0,0.0
region_region_13,0.0,1.0
region_region_14,0.0,0.0
region_region_15,0.0,1.0
region_region_16,0.0,0.0
region_region_17,0.0,1.0
region_region_18,0.0,0.0
region_region_19,0.0,0.0
region_region_2,4.0,0.0
region_region_20,0.0,0.0
region_region_21,0.0,0.0
region_region_22,3.0,1.0
region_region_23,0.0,0.0
region_region_24,0.0,0.0
region_region_25,0.0,0.0
region_region_26,0.0,0.0
region_region_27,0.0,0.0
region_region_28,0.0,0.0
region_region_29,0.0,0.0
region_region_3,0.0,2.0
region_region_30,0.0,0.0
region_region_31,0.0,0.0
region_region_32,0.0,0.0
region_region_33,0.0,0.0
region_region_34,0.0,0.0
region_region_4,1.0,0.0
region_region_5,0.0,0.0
region_region_6,0.0,0.0
region_region_7,3.0,1.0
region_region_8,0.0,0.0
region_region_9,0.0,0.0
education_Bachelors,6.0,3.0
education_Below Secondary,0.0,0.0
education_Mastersabove,3.0,2.0
recruitment_channel_other,6.0,7.0
recruitment_channel_referred,0.0,1.0
recruitment_channel_sourcing,4.0,2.0
