age,fnlwgt,education-num,sex,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,native-country_Non-US,native-country_US
29,263786,13,1,0,0,40,1,0,0,1,0,1,0,1,0,1,0,1
58,219504,8,1,0,0,45,0,1,0,1,0,1,0,1,1,0,0,1
81,98116,13,1,0,0,50,0,1,0,1,0,1,0,1,0,1,0,1
36,247807,11,1,0,0,40,1,0,0,1,0,1,0,1,0,1,0,1
50,172052,9,1,0,0,35,0,1,1,0,1,0,1,0,1,0,1,0
27,229223,10,0,0,0,40,1,0,0,1,0,1,0,1,0,1,0,1
39,184964,10,1,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
45,102147,11,1,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
24,360077,7,1,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
33,162572,9,1,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
38,187046,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
34,56026,9,1,0,0,60,0,1,1,0,0,1,1,0,0,1,0,1
40,226505,9,0,0,0,46,0,1,1,0,1,0,0,1,0,1,0,1
27,29261,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
27,298635,14,1,0,0,40,0,1,1,0,1,0,1,0,1,0,1,0
42,256813,10,1,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
40,34722,10,1,0,0,48,0,1,0,1,0,1,0,1,0,1,0,1
75,124660,9,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
51,114758,7,1,0,0,48,0,1,1,0,1,0,1,0,0,1,0,1
42,449925,13,1,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
27,107812,13,1,0,0,40,0,1,1,0,0,1,0,1,0,1,0,1
22,164775,3,1,0,0,40,1,0,0,1,0,1,0,1,0,1,1,0
32,169589,11,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
62,140851,9,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,1
27,183523,10,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
39,343646,13,1,0,0,40,1,0,0,1,0,1,0,1,0,1,1,0
34,102130,9,1,0,0,65,0,1,1,0,0,1,1,0,0,1,0,1
33,137184,12,1,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
42,214838,9,1,0,0,30,1,0,1,0,0,1,1,0,0,1,0,1
40,85995,6,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
44,178417,9,1,0,0,40,1,0,1,0,0,1,0,1,0,1,0,1
24,117959,9,1,4386,0,40,0,1,1,0,0,1,1,0,0,1,0,1
60,101110,11,1,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
51,221532,13,1,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
67,106175,13,1,0,0,20,0,1,1,0,0,1,1,0,0,1,0,1
79,84979,11,1,0,0,20,1,0,1,0,0,1,1,0,0,1,0,1
44,194924,9,1,0,0,35,0,1,1,0,0,1,1,0,0,1,0,1
72,217864,9,1,0,0,40,1,0,1,0,1,0,1,0,0,1,0,1
34,153614,9,1,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
27,275110,9,1,0,0,80,0,1,1,0,0,1,1,0,1,0,0,1
36,172425,9,0,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
61,42938,13,1,0,0,7,0,1,0,1,0,1,0,1,0,1,0,1
41,69333,9,1,0,0,45,0,1,1,0,0,1,1,0,0,1,0,1
26,108542,10,1,0,0,40,0,1,1,0,1,0,1,0,0,1,0,1
60,268954,10,1,0,0,12,1,0,1,0,0,1,1,0,0,1,0,1
19,142738,10,0,14084,0,20,0,1,0,1,1,0,0,1,0,1,0,1
61,111563,13,1,0,0,20,1,0,1,0,0,1,1,0,0,1,0,1
34,260560,9,1,0,0,55,0,1,1,0,0,1,1,0,0,1,0,1
55,53481,13,1,0,0,15,0,1,1,0,0,1,1,0,0,1,0,1
57,97837,10,1,0,0,48,1,0,0,1,1,0,0,1,0,1,0,1
59,176118,14,1,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
37,116960,13,1,0,0,45,0,1,0,1,1,0,0,1,0,1,0,1
37,422933,14,1,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
37,160192,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
31,86492,11,1,0,0,30,0,1,1,0,0,1,1,0,0,1,0,1
42,192381,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
40,170214,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
41,350387,13,1,0,0,40,0,1,0,1,1,0,0,1,0,1,0,1
54,172281,14,1,0,0,40,0,1,0,1,0,1,0,1,0,1,0,1
31,188246,10,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
28,87239,10,1,0,0,50,0,1,1,0,1,0,1,0,0,1,0,1
49,245305,6,1,0,0,42,0,1,1,0,0,1,1,0,1,0,0,1
39,79586,10,1,0,0,35,0,1,1,0,0,1,1,0,1,0,1,0
28,209205,13,1,0,0,60,0,1,0,1,1,0,0,1,0,1,0,1
35,134498,10,1,0,0,45,1,0,0,1,1,0,0,1,0,1,0,1
42,367533,6,1,0,0,43,0,1,1,0,0,1,0,1,1,0,0,1
70,54849,16,1,0,0,20,1,0,1,0,0,1,1,0,0,1,0,1
25,170070,13,0,0,0,50,1,0,0,1,1,0,0,1,0,1,0,1
40,79036,11,1,0,0,50,0,1,0,1,0,1,0,1,0,1,0,1
51,172022,14,1,0,0,40,1,0,0,1,1,0,0,1,0,1,0,1
48,198000,10,0,0,0,38,0,1,0,1,0,1,0,1,0,1,0,1
59,70720,13,1,0,0,55,0,1,0,1,0,1,0,1,0,1,0,1
28,289991,9,1,0,0,40,0,1,1,0,0,1,1,0,0,1,0,1
